id,player,from,to,position,height,weight,birth_date,colleges
wadede01,Dean Wade,2020,2023,F,206,228,1996-11-20,Kansas State
wadedw01,Dwyane Wade,2004,2019,G,193,220,1982-01-17,Marquette
wadema01,Mark Wade,1988,1990,G,180,160,1965-10-15,"Oklahoma, UNLV"
wafervo01,Von Wafer,2006,2012,G,196,210,1985-07-21,Florida State
wagercl01,Clint Wager,1950,1950,C-F,198,210,1920-01-20,Saint Mary's University of Minnesota
wagneda02,Dajuan Wagner,2003,2007,G,188,200,1983-02-04,Memphis
wagneda01,Danny Wagner,1950,1950,G,183,170,1922-08-01,Texas
wagnefr01,Franz Wagner,2022,2023,G-F,206,225,2001-08-27,Michigan
wagnemi01,Milt Wagner,1988,1991,G,196,185,1963-02-20,Louisville
wagnemo01,Moritz Wagner,2019,2023,F-C,211,245,1997-04-26,Michigan
wagneph01,Phil Wagner,1969,1969,G,188,190,1945-12-18,Georgia Tech
wainris01,Ish Wainright,2022,2023,F,198,250,1994-09-12,Baylor
waitedi01,Dion Waiters,2013,2020,G,190,215,1991-12-10,Syracuse
waitegr01,Granville Waiters,1984,1988,C,211,225,1961-01-08,Ohio State
wakefan01,Andre Wakefield,1979,1980,G,190,175,1955-01-11,Loyola Chicago
walkne01,Neal Walk,1970,1977,C,208,220,1948-07-29,Florida
walkean01,Andy Walker,1977,1977,G,193,190,1955-03-25,Niagara University
walkean02,Antoine Walker,1997,2008,F,203,224,1976-08-12,Kentucky
walkebr01,Brady Walker,1949,1952,F-C,198,205,1921-03-15,BYU
walkech01,Chet Walker,1963,1975,F-G,198,212,1940-02-22,Bradley
walkeda01,Darrell Walker,1984,1993,G,193,180,1961-03-09,Arkansas
walkefo01,Foots Walker,1975,1984,G,183,184,1951-05-21,"Vincennes University, West Georgia"
walkebi01,Henry Walker,2009,2015,F,198,220,1987-10-09,Kansas State
walkeho01,Horace Walker,1962,1962,F,190,210,1937-04-17,Michigan State
walkeja01,Jabari Walker,2023,2023,F,206,215,2002-07-30,Colorado
walkeji01,Jimmy Walker,1968,1976,G,190,195,1944-04-08,Providence
walkeke02,Kemba Walker,2012,2023,G,183,184,1990-05-08,UConn
walkeke01,Kenny Walker,1987,1995,F,203,210,1964-08-18,Kentucky
walkelo01,Lonnie Walker IV,2019,2023,G,193,204,1998-12-14,Miami (FL)
walkemj01,M.J. Walker,2022,2022,G,196,213,1998-03-28,Florida State
walkeph01,Phil Walker,1978,1978,G,190,180,1956-03-20,Millersville
walkesa01,Samaki Walker,1997,2006,F,206,240,1976-02-25,Louisville
walkewa01,Wally Walker,1977,1984,F,201,190,1954-07-18,Virginia
walljo01,John Wall,2011,2023,G,190,210,1990-09-06,Kentucky
wallabe01,Ben Wallace,1997,2012,F-C,206,240,1974-09-10,Virginia Union University
wallage01,Gerald Wallace,2002,2015,F,201,215,1982-07-23,Alabama
wallajo01,John Wallace,1997,2004,F,203,225,1974-02-09,Syracuse
wallara01,Rasheed Wallace,1996,2013,F-C,208,225,1974-09-17,UNC
wallare01,Red Wallace,1947,1947,G,185,185,1918-07-12,University of Scranton
wallaty01,Tyrone Wallace,2018,2022,G,196,198,1994-06-10,California
walledw01,Dwight Waller,1969,1972,F,198,220,1945-10-05,Tennessee State
walleja01,Jamie Waller,1988,1988,G,193,215,1964-11-20,Virginia Union University
walshji01,Jim Walsh,1958,1958,F,193,195,1930-08-29,Stanford
walshma01,Matt Walsh,2006,2006,G-F,198,205,1982-12-02,Florida
waltere01,Rex Walters,1994,2000,G,193,190,1970-03-12,"Northwestern, Kansas"
walthpa01,Paul Walther,1950,1955,G-F,188,160,1927-03-23,Tennessee
walthis01,Isaac Walthour,1954,1954,G,180,163,1930-08-25,
